mmsi,num_names,names,sov,flag,flag_type,num_loas,loa,max_loa,num_types,type
352033000,1,Balsa 63,N,Panama (Republic of) ,Foreign,1,105.0,105.0,1,Cargo
352035000,1,Bw Orinoco,N,Panama (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
352041000,1,Balsa 57,N,Panama (Republic of) ,Foreign,1,106.0,106.0,1,Cargo
352055000,1,Arkadija,N,Panama (Republic of) ,Foreign,1,134.0,134.0,1,Cargo
352062000,1,Triumph Ace,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352072000,1,Angel Accord,N,Panama (Republic of) ,Foreign,2,160.0/178.0,178.0,1,Cargo
352077000,1,Queen Flower,N,Panama (Republic of) ,Foreign,1,177.0,177.0,1,Cargo
352083000,1,Amazing Grace,N,Panama (Republic of) ,Foreign,1,186.0,186.0,1,Cargo
352097000,1,Sea Honest,N,Panama (Republic of) ,Foreign,1,170.0,170.0,1,Cargo
352099000,1,Seaboard Victory,N,Panama (Republic of) ,Foreign,1,165.0,165.0,1,Cargo
352100000,1,Bulk Brasil,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
352105000,1,Mineral Hokkaido,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
352108000,1,Felicia,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352112000,1,Euro Trader,N,Panama (Republic of) ,Foreign,1,217.0,217.0,1,Cargo
352122000,1,Pos Ambition,N,Panama (Republic of) ,Foreign,1,269.0,269.0,1,Cargo
352134000,1,Bw Seine,N,Panama (Republic of) ,Foreign,1,228.0,228.0,1,Tanker
352140000,1,Msc Loretta,N,Panama (Republic of) ,Foreign,1,304.0,304.0,1,Cargo
352142000,1,Paradise Ace,N,Panama (Republic of) ,Foreign,2,200.0/210.0,210.0,1,Cargo
352143000,1,Challenge Point,N,Panama (Republic of) ,Foreign,1,180.0,180.0,2,Tanker/Unknown
352144000,1,Seven Express,N,Panama (Republic of) ,Foreign,2,0.0/180.0,180.0,1,Tanker
352147000,1,Safe Voyager,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
352148000,1,Genius Star 1,N,Panama (Republic of) ,Foreign,1,121.0,121.0,1,Cargo
352150000,1,Glory Sky,N,Panama (Republic of) ,Foreign,2,145.0/245.0,245.0,1,Cargo
352151000,1,Shenandoah Highway,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
352161000,1,Pacific Wind,N,Panama (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
352179000,1,Eagle Sydney,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Tanker
352210000,1,Maritime Christine,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352216000,1,Ncc Sudair,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
352218000,1,Caribbean Highway,N,Panama (Republic of) ,Foreign,1,179.0,179.0,2,Cargo/Other
352219000,1,Bright Express,N,Panama (Republic of) ,Foreign,2,180.0/281.0,281.0,1,Tanker
352229000,1,Innovator,N,Panama (Republic of) ,Foreign,1,269.0,269.0,1,Cargo
352231000,1,Triton Stork,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352253000,1,Delphinus Leader,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352270000,1,Newport Bridge,N,Panama (Republic of) ,Foreign,1,277.0,277.0,1,Cargo
352273000,2,Elegant Sky/Gas Aguila,N,Panama (Republic of) ,Foreign,2,189.0/228.0,228.0,2,Cargo/Tanker
352281000,1,Orient 1,N,Panama (Republic of) ,Foreign,1,109.0,109.0,1,Cargo
352283000,1,Frontier Ace,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352296000,1,Dynamic Express,N,Panama (Republic of) ,Foreign,2,179.0/180.0,180.0,1,Tanker
352299000,1,Tai Prize,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352304000,1,Skodsborg,N,Panama (Republic of) ,Foreign,1,161.0,161.0,1,Cargo
352309000,1,Msc Natalia,N,Panama (Republic of) ,Foreign,1,244.0,244.0,1,Cargo
352311000,1,Medi Sentosa,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
352312000,1,Freja Nordica,N,Panama (Republic of) ,Foreign,1,186.0,186.0,1,Tanker
352321000,1,Eastern Force,N,Panama (Republic of) ,Foreign,1,172.0,172.0,1,Tanker
352322000,1,Massglory,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352332000,1,Teseo,N,Panama (Republic of) ,Foreign,1,244.0,244.0,1,Tanker
352335000,1,Msc Marianna,N,Panama (Republic of) ,Foreign,1,303.0,303.0,1,Cargo
352337000,1,Top Rich,N,Panama (Republic of) ,Foreign,1,187.0,187.0,1,Cargo
352374000,2,Bujin/Maersk Mishima,N,Panama (Republic of) ,Foreign,2,180.0/196.0,196.0,2,Cargo/Tanker
352375000,1,Nyk Laura,N,Panama (Republic of) ,Foreign,1,210.0,210.0,1,Cargo
352376000,1,Eos,N,Panama (Republic of) ,Foreign,1,242.0,242.0,1,Tanker
352377000,1,Pacific Tiara,N,Panama (Republic of) ,Foreign,1,288.0,288.0,1,Cargo
352378000,1,Carouge,N,Panama (Republic of) ,Foreign,1,270.0,270.0,1,Cargo
352382000,1,Stavanger Eagle,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Tanker
352386000,1,Maple Creek,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352388000,1,Bow Tone,N,Panama (Republic of) ,Foreign,1,170.0,170.0,1,Tanker
352401000,2,Eagle Madrid/Stx Ace 8,N,Panama (Republic of) ,Foreign,3,177.0/182.0/183.0,183.0,1,Tanker
352407000,1,Century Highway No.2,N,Panama (Republic of) ,Foreign,1,186.0,186.0,1,Cargo
352408000,1,Wild Lotus,N,Panama (Republic of) ,Foreign,1,149.0,149.0,1,Cargo
352424000,1,B India,N,Panama (Republic of) ,Foreign,1,196.0,196.0,1,Cargo
352425000,1,Navios Bonheur,N,Panama (Republic of) ,Foreign,1,292.0,292.0,1,Cargo
352438000,2,Bluesky/Lng/c Bluesky,N,Panama (Republic of) ,Foreign,2,285.0/286.0,286.0,1,Tanker
352445000,1,Lowlands Sumida,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352462000,1,Cala Galdana,N,Panama (Republic of) ,Foreign,2,56.0/75.0,75.0,1,Cargo
352477000,1,Furness Australia,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352484000,1,Grand Oji Pioneer,N,Panama (Republic of) ,Foreign,1,195.0,195.0,1,Cargo
352486000,1,Libre,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352487000,1,La Carita,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352496000,1,New Century 2,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352497000,1,Km Imabari,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352505000,2,Bellflower/Corinthian Phoenix,N,Panama (Republic of) ,Foreign,2,225.0/297.0,297.0,1,Cargo
352517000,1,Baltimore Highway,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
352524000,1,Global Nature,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352528000,1,Lauretta,N,Panama (Republic of) ,Foreign,1,171.0,171.0,1,Cargo
352534000,1,Keoyang Noble,N,Panama (Republic of) ,Foreign,2,220.0/221.0,221.0,1,Cargo
352548000,1,Ryujin,N,Panama (Republic of) ,Foreign,3,179.0/180.0/294.0,294.0,1,Cargo
352553000,1,Rainbow 1,N,Panama (Republic of) ,Foreign,1,156.0,156.0,1,Tanker
352555000,1,Maersk Misumi,N,Panama (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
352559000,1,India,N,Panama (Republic of) ,Foreign,1,228.0,228.0,1,Cargo
352565000,1,Golden Unity,N,Panama (Republic of) ,Foreign,1,155.0,155.0,1,Tanker
352571000,1,Fortune Epoch,N,Panama (Republic of) ,Foreign,1,128.0,128.0,1,Cargo
352577000,1,Bulk Trader,N,Panama (Republic of) ,Foreign,1,182.0,182.0,1,Cargo
352590000,1,Sunleaf Grace,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352591000,1,High Consensus,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Tanker
352604000,2,352604000/Palma Bulker,N,Panama (Republic of) ,Foreign,2,1.0/225.0,225.0,2,Cargo/Unknown
352614000,1,Yick Wing,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
352617000,1,Marillion,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Cargo
352618000,1,Stx Ace7,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
352639000,1,King Sail,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
352649000,1,Msc Noa,N,Panama (Republic of) ,Foreign,2,241.0/242.0,242.0,1,Cargo
352675000,1,Akinada Bridge,N,Panama (Republic of) ,Foreign,1,285.0,285.0,1,Other
352684000,1,Powerful,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352686000,2,Global Harvest/Ronda Carrier,N,Panama (Republic of) ,Foreign,1,143.0,143.0,1,Cargo
352687000,1,Cape Glory,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
352690000,1,Micaela Della Gatta,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
352705000,1,Giant Pescadores,N,Panama (Republic of) ,Foreign,1,224.0,224.0,1,Cargo
352713000,1,Sapphire Ace,N,Panama (Republic of) ,Foreign,2,187.0/188.0,188.0,1,Cargo
352718000,1,Canadian Highway,N,Panama (Republic of) ,Foreign,1,199.0,199.0,1,Cargo
352730000,1,Is Trinity,N,Panama (Republic of) ,Foreign,1,179.0,179.0,1,Cargo
352732000,1,California Highway,N,Panama (Republic of) ,Foreign,2,199.0/200.0,200.0,1,Cargo
352740000,1,Atlantic Dream,N,Panama (Republic of) ,Foreign,2,169.0/170.0,170.0,1,Cargo
352745000,1,Demeter Leader,N,Panama (Republic of) ,Foreign,1,199.0,199.0,1,Cargo
352765000,1,C.s.ocean,N,Panama (Republic of) ,Foreign,2,170.0/177.0,177.0,1,Cargo
352768000,1,Big Sky,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352776000,2,352776000/Nyk Delphinus,N,Panama (Republic of) ,Foreign,2,1.0/294.0,294.0,2,Cargo/Unknown
352778000,1,Sunny Pescadores,N,Panama (Republic of) ,Foreign,1,127.0,127.0,1,Cargo
352779000,1,Dong-a Erato,N,Panama (Republic of) ,Foreign,1,292.0,292.0,1,Cargo
352785000,1,Crown Garnet,N,Panama (Republic of) ,Foreign,1,152.0,152.0,1,Cargo
352793000,1,Linda Fortune,N,Panama (Republic of) ,Foreign,1,281.0,281.0,1,Cargo
352798000,1,Venice Bridge,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
352800000,1,M\v Estia,N,Panama (Republic of) ,Foreign,1,176.0,176.0,1,Cargo
352801000,1,Freedom Ace,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352839000,1,Clipper Makishio,N,Panama (Republic of) ,Foreign,1,147.0,147.0,1,Tanker
352846000,1,Mona Pegasus,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
352847000,1,Galaxy Harvest,N,Panama (Republic of) ,Foreign,1,141.0,141.0,1,Cargo
352851000,1,Ocean Victory,N,Panama (Republic of) ,Foreign,1,170.0,170.0,1,Cargo
352854000,1,El Condor Pasa,N,Panama (Republic of) ,Foreign,1,177.0,177.0,1,Cargo
352868000,1,Msc Viviana,N,Panama (Republic of) ,Foreign,1,303.0,303.0,1,Cargo
352870000,1,Msc Florentina,N,Panama (Republic of) ,Foreign,2,299.0/300.0,300.0,1,Cargo
352873000,1,Hero,N,Panama (Republic of) ,Foreign,2,244.0/262.0,262.0,1,Tanker
352879000,1,Grand Pavo,N,Panama (Republic of) ,Foreign,1,199.0,199.0,1,Other
352884000,1,Lodestar Grace,N,Panama (Republic of) ,Foreign,1,134.0,134.0,1,Tanker
352891000,1,Stx  Noble,N,Panama (Republic of) ,Foreign,1,291.0,291.0,1,Cargo
352892000,1,Navios Alegria,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352908000,1,Jose Breeze,N,Panama (Republic of) ,Foreign,1,143.0,143.0,1,Tanker
352914000,1,Navios Orion,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352919000,1,Ever Reward,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
352929000,1,Oregon Highway,N,Panama (Republic of) ,Foreign,1,199.0,199.0,1,Cargo
352935000,1,Grand.pioneer,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
352938000,1,Panamax Peppou,N,Panama (Republic of) ,Foreign,1,223.0,223.0,1,Cargo
352941000,1,Audax,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352944000,1,Florence Lily,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352945000,1,Glorious Harvest,N,Panama (Republic of) ,Foreign,1,141.0,141.0,1,Cargo
352947000,1,Arethusa,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352948000,1,Msc Nerissa,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
352950000,2,352950000/Hanjin Los Angeles,N,Panama (Republic of) ,Foreign,2,1.0/289.0,289.0,2,Cargo/Unknown
352952000,1,Nord Galaxy,N,Panama (Republic of) ,Foreign,1,218.0,218.0,1,Cargo
352957000,1,Lowlands Maine,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352959000,1,Red Lily,N,Panama (Republic of) ,Foreign,1,218.0,218.0,1,Cargo
352966000,1,Frio Las Palmas,N,Panama (Republic of) ,Foreign,1,134.0,134.0,1,Cargo
352983000,2,M/v Msc Stella/Msc Stella,N,Panama (Republic of) ,Foreign,2,303.0/304.0,304.0,1,Cargo
352984000,1,Cabo Negro Ii,N,Panama (Republic of) ,Foreign,1,186.0,186.0,1,Tanker
352985000,1,Navios Cielo,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
352987000,1,Mol Endeavor,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353017000,1,Benete Bay,N,Panama (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
353018000,1,Great Eagle,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353025000,1,Nyk Demeter,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353037000,1,Iga,N,Panama (Republic of) ,Foreign,2,0.0/194.0,194.0,1,Cargo
353039000,1,Liberty Ace,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
353059000,1,River Wisdom,N,Panama (Republic of) ,Foreign,1,277.0,277.0,1,Cargo
353068000,1,Medi Paestum,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353071000,2,Legend Unity/Star Harmony,N,Panama (Republic of) ,Foreign,2,38.0/187.0,187.0,1,Cargo
353081000,2,Elegant Sw/Hamburg,N,Panama (Republic of) ,Foreign,2,177.0/200.0,200.0,1,Cargo
353084000,1,Nord Obtainer,N,Panama (Republic of) ,Foreign,1,182.0,182.0,1,Tanker
353090000,1,Marianne Stoeger,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353096000,2,M/v Hanjin Houston/No.2 Pohah,N,Panama (Republic of) ,Foreign,2,120.0/167.0,167.0,1,Cargo
353098000,1,Seven Seas Highway,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
353101000,1,Navios Star,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353111000,2,Verrazano Bridge/Verrazano Brigde,N,Panama (Republic of) ,Foreign,2,283.0/294.0,294.0,1,Cargo
353121000,1,Alpha Express,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Tanker
353143000,1,Hong Yuan,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353146000,1,Silverfjord,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Cargo
353154000,1,King Beans,N,Panama (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
353156000,1,Atlantic Highway,N,Panama (Republic of) ,Foreign,1,200.0,200.0,1,Cargo
353172000,1,Alpine Marie,N,Panama (Republic of) ,Foreign,1,172.0,172.0,1,Tanker
353179000,1,Matariki Forest,N,Panama (Republic of) ,Foreign,1,177.0,177.0,1,Cargo
353204000,1,Xin Bin Hai,N,Panama (Republic of) ,Foreign,1,295.0,295.0,1,Cargo
353212000,1,Navios Astra,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353216000,2,Baltic Bulker/Roble,N,Panama (Republic of) ,Foreign,1,176.0,176.0,1,Cargo
353239047,1,B@ldaedalus,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353246000,1,Tianronghai,N,Panama (Republic of) ,Foreign,1,299.0,299.0,1,Cargo
353251000,1,Cape Laurel,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353253000,1,Kirti,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353262000,1,Clipper Kamoshio,N,Panama (Republic of) ,Foreign,1,177.0,177.0,1,Cargo
353269000,2,Ice Dreamer/Pioneer Atlantic,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353271000,1,Bellona,N,Panama (Republic of) ,Foreign,1,184.0,184.0,1,Cargo
353272000,1,Nord Destiny,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353274000,1,Nyk Daedalus,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353287000,1,Mol Express,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353289000,1,Msc Oriane,N,Panama (Republic of) ,Foreign,1,277.0,277.0,1,Cargo
353296000,1,Arctic Galaxy,N,Panama (Republic of) ,Foreign,1,244.0,244.0,1,Tanker
353306000,1,Chikuma Reefer,N,Panama (Republic of) ,Foreign,1,134.0,134.0,1,Cargo
353307000,1,Astral Ace,N,Panama (Republic of) ,Foreign,1,174.0,174.0,1,Cargo
353328000,1,Da Qiang,N,Panama (Republic of) ,Foreign,1,153.0,153.0,1,Cargo
353342000,2,Bangkok Highway/You Ya,N,Panama (Republic of) ,Foreign,2,177.0/180.0,180.0,2,Cargo/Other
353351000,1,Cape Frontier,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353354000,1,Id North Sea,N,Panama (Republic of) ,Foreign,1,169.0,169.0,1,Cargo
353357000,1,Sea Of Harvest,N,Panama (Republic of) ,Foreign,1,222.0,222.0,1,Cargo
353358000,1,Northern Dawn,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Tanker
353360000,1,K.coral,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353365000,2,Bonzita/Western Santiago,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353367000,1,Lavender,N,Panama (Republic of) ,Foreign,1,292.0,292.0,1,Cargo
353368000,1,Century Highway No.1,N,Panama (Republic of) ,Foreign,1,186.0,186.0,1,Cargo
353382000,1,Meridian Ace,N,Panama (Republic of) ,Foreign,2,199.0/200.0,200.0,1,Cargo
353383000,1,Key Evolution,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353391000,1,Cb Paradise,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Cargo
353392000,2,Chung Yang/Trinity Arrow,N,Panama (Republic of) ,Foreign,2,133.0/278.0,278.0,2,Cargo/Tanker
353396000,1,Ever Radiant,N,Panama (Republic of) ,Foreign,1,293.0,293.0,1,Cargo
353397000,1,Atlantic Bridge,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353408000,1,Serenata,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353411000,1,Glen Canyon Bridge,N,Panama (Republic of) ,Foreign,1,285.0,285.0,1,Cargo
353423000,1,Navig8 Gerakas,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Tanker
353426000,1,Grand Challenger,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353429000,1,Dodekanisa,N,Panama (Republic of) ,Foreign,1,165.0,165.0,1,Cargo
353430000,1,Pleasant Sky,N,Panama (Republic of) ,Foreign,1,189.0,189.0,1,Cargo
353434000,1,Limetree_bay,N,Panama (Republic of) ,Foreign,1,35.0,35.0,1,Tug
353445000,1,Lady Giovi,N,Panama (Republic of) ,Foreign,1,226.0,226.0,1,Cargo
353456000,1,Chemstar Masa,N,Panama (Republic of) ,Foreign,1,141.0,141.0,1,Tanker
353467000,1,Cma Cgm Dolphin,N,Panama (Republic of) ,Foreign,2,293.0/300.0,300.0,1,Cargo
353470000,1,Bow Cape,N,Panama (Republic of) ,Foreign,1,144.0,144.0,3,Cargo/Tanker/Unknown
353478000,1,Triton Condor,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353486000,1,Carnival Fantasy,N,Panama (Republic of) ,Foreign,1,260.0,260.0,1,Passenger
353491000,1,Ginga Tiger,N,Panama (Republic of) ,Foreign,1,160.0,160.0,1,Tanker
353493000,2,Chemstar Moon/Hanjin Albany,N,Panama (Republic of) ,Foreign,2,145.0/187.0,187.0,2,Cargo/Tanker
353495000,1,Global Star,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353496000,1,Key Boundary,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353502000,1,Dong-a Tyche,N,Panama (Republic of) ,Foreign,1,120.0,120.0,1,Tanker
353512000,1,C.s. Dream,N,Panama (Republic of) ,Foreign,1,183.0,183.0,1,Cargo
353514000,1,Progress Ace,N,Panama (Republic of) ,Foreign,2,200.0/204.0,204.0,1,Cargo
353530000,1,Nord Phoenix,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353535000,1,Valencia Carrier,N,Panama (Republic of) ,Foreign,1,157.0,157.0,1,Cargo
353535900,1,Valencia Carrier,N,Panama (Republic of) ,Foreign,1,157.0,157.0,1,Cargo
353539000,1,Freesia,N,Panama (Republic of) ,Foreign,1,198.0,198.0,1,Cargo
353544000,1,Lady Marite,N,Panama (Republic of) ,Foreign,1,218.0,218.0,1,Cargo
353548000,1,Chembulk Lindy Alice,N,Panama (Republic of) ,Foreign,1,170.0,170.0,1,Tanker
353560000,1,Queen Busan,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353568000,1,Mercy Wisdom,N,Panama (Republic of) ,Foreign,1,121.0,121.0,1,Cargo
353574000,1,Mol Loire,N,Panama (Republic of) ,Foreign,1,310.0,310.0,1,Cargo
353576000,2,Crystal Ace/Mersini,N,Panama (Republic of) ,Foreign,2,161.0/183.0,183.0,2,Cargo/Tanker
353578000,1,Hanjin Shanghai,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353585000,1,Canarian Reefer,N,Panama (Republic of) ,Foreign,1,133.0,133.0,1,Cargo
353610000,1,Bow Lima,N,Panama (Republic of) ,Foreign,1,144.0,144.0,1,Tanker
353612000,1,Songa Winds,N,Panama (Republic of) ,Foreign,1,144.0,144.0,1,Tanker
353614000,1,Curitiba,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
353615000,1,Pacific Irma,N,Panama (Republic of) ,Foreign,1,189.0,189.0,1,Cargo
353620000,1,Falconia,N,Panama (Republic of) ,Foreign,1,88.0,88.0,1,Cargo
353628000,1,Wild Jasmine,N,Panama (Republic of) ,Foreign,1,150.0,150.0,1,Cargo
353666000,2,353666000/Msc Michaela,N,Panama (Republic of) ,Foreign,3,1.0/303.0/304.0,304.0,2,Cargo/Unknown
353693000,1,Qu Shan Hai,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353702000,1,Key Guardian,N,Panama (Republic of) ,Foreign,1,229.0,229.0,1,Cargo
353704000,1,Suez Canal Bridge,N,Panama (Republic of) ,Foreign,2,285.0/289.0,289.0,1,Cargo
353716000,1,Ever Racer,N,Panama (Republic of) ,Foreign,1,293.0,293.0,1,Cargo
353718000,1,Nena A,N,Panama (Republic of) ,Foreign,1,185.0,185.0,1,Cargo
353719000,1,Msc Matilde,N,Panama (Republic of) ,Foreign,2,0.0/294.0,294.0,2,Cargo/Other
353729000,1,Baltic Highway,N,Panama (Republic of) ,Foreign,1,179.0,179.0,1,Cargo
353742000,1,C.s.queen,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353764000,1,M.s. Virginia Bridge,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353772000,2,Chem Venus/Golden Venus,N,Panama (Republic of) ,Foreign,1,145.0,145.0,2,Other/Tanker
353780000,1,Alexandria Bridge,N,Panama (Republic of) ,Foreign,1,262.0,262.0,1,Cargo
353785000,1,Chiswick Bridge,N,Panama (Republic of) ,Foreign,1,285.0,285.0,1,Cargo
353787000,1,Stellar Mermaid,N,Panama (Republic of) ,Foreign,1,209.0,209.0,1,Cargo
353788000,1,Heijin,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
353801000,1,Yuan Wang Hai,N,Panama (Republic of) ,Foreign,1,300.0,300.0,1,Cargo
353807000,1,Bow Andino,N,Panama (Republic of) ,Foreign,1,133.0,133.0,1,Tanker
353814000,1,Nippon Maru,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353822000,1,Rosa,N,Panama (Republic of) ,Foreign,1,126.0,126.0,1,Cargo
353825000,1,Federal Yoshino,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353829000,2,Centaurus Leader/Centaurusleader,N,Panama (Republic of) ,Foreign,1,199.0,199.0,1,Cargo
353837000,1,Te Ho,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353840000,1,Wawasan Topaz,N,Panama (Republic of) ,Foreign,1,141.0,141.0,1,Tanker
353847000,1,Apellis,N,Panama (Republic of) ,Foreign,1,178.0,178.0,1,Cargo
353854000,1,Inlaco Bright,N,Panama (Republic of) ,Foreign,1,154.0,154.0,1,Cargo
353857000,1,Hang Ta,N,Panama (Republic of) ,Foreign,1,225.0,225.0,1,Cargo
353863000,1,Marble Highway,N,Panama (Republic of) ,Foreign,1,173.0,173.0,1,Cargo
353864000,1,M/v Agios Nikolas,N,Panama (Republic of) ,Foreign,1,180.0,180.0,1,Cargo
353873000,1,Msc Ans,N,Panama (Republic of) ,Foreign,1,294.0,294.0,1,Cargo
353875000,2,Katsuragi/M/v Katsuragi,N,Panama (Republic of) ,Foreign,2,251.0/290.0,290.0,1,Cargo
353889000,2,B@c A@cwerp/Oocl Antwerp,N,Panama (Republic of) ,Foreign,1,280.0,280.0,1,Cargo
353892000,1,Marguerite,N,Panama (Republic of) ,Foreign,1,190.0,190.0,1,Cargo
353897000,1,Dong Chang Hai,N,Panama (Republic of) ,Foreign,1,175.0,175.0,1,Cargo
353898000,1,Sea Venus,N,Panama (Republic of) ,Foreign,1,176.0,176.0,1,Cargo
353910000,1,Pegasus Highway,N,Panama (Republic of) ,Foreign,1,179.0,179.0,1,Cargo
353911000,1,Stargold Trader,N,Panama (Republic of) ,Foreign,1,188.0,188.0,1,Cargo
353924000,1,Gracious Eternity,N,Panama (Republic of) ,Foreign,1,289.0,289.0,1,Cargo
353934000,1,Msc Ela,N,Panama (Republic of) ,Foreign,2,293.0/294.0,294.0,1,Cargo
353939000,1,Navios Gemini S,N,Panama (Republic of) ,Foreign,1,224.0,224.0,1,Cargo
